audioUri,gpc,imageUri,learningOrder,word
https://bitesize.files.bbci.co.uk/practice/words/sounds/wag.mp3,w,,3,wag
https://bitesize.files.bbci.co.uk/practice/words/sounds/will.mp3,w,,3,will
https://bitesize.files.bbci.co.uk/practice/words/sounds/tax.mp3,x,,4,tax
https://bitesize.files.bbci.co.uk/practice/words/sounds/exit.mp3,x,,4,exit
https://bitesize.files.bbci.co.uk/practice/words/sounds/fix.mp3,x,,4,fix
https://bitesize.files.bbci.co.uk/practice/words/sounds/box.mp3,x,https://bitesize.files.bbci.co.uk/practice/words/images/box.svg,4,box
https://bitesize.files.bbci.co.uk/practice/words/sounds/six.mp3,x,https://bitesize.files.bbci.co.uk/practice/words/images/six.svg,4,six
https://bitesize.files.bbci.co.uk/practice/words/sounds/fox.mp3,x,https://bitesize.files.bbci.co.uk/practice/words/images/fox.svg,4,fox
https://bitesize.files.bbci.co.uk/practice/words/sounds/exam.mp3,x,,4,exam
https://bitesize.files.bbci.co.uk/practice/words/sounds/mix.mp3,x,,4,mix
https://bitesize.files.bbci.co.uk/practice/words/sounds/wax.mp3,x,,4,wax
https://bitesize.files.bbci.co.uk/practice/words/sounds/yap.mp3,y,,5,yap
https://bitesize.files.bbci.co.uk/practice/words/sounds/yak.mp3,y,https://bitesize.files.bbci.co.uk/practice/words/images/yak.svg,5,yak
https://bitesize.files.bbci.co.uk/practice/words/sounds/yet.mp3,y,,5,yet
https://bitesize.files.bbci.co.uk/practice/words/sounds/yes.mp3,y,,5,yes
https://bitesize.files.bbci.co.uk/practice/words/sounds/yell.mp3,y,,5,yell
https://bitesize.files.bbci.co.uk/practice/words/sounds/yuck.mp3,y,,5,yuck
https://bitesize.files.bbci.co.uk/practice/words/sounds/zigzag.mp3,z,https://bitesize.files.bbci.co.uk/practice/words/images/zigzag.svg,6,zigzag
https://bitesize.files.bbci.co.uk/practice/words/sounds/zap.mp3,z,,6,zap
https://bitesize.files.bbci.co.uk/practice/words/sounds/zip.mp3,z,https://bitesize.files.bbci.co.uk/practice/words/images/zip.svg,6,zip
https://bitesize.files.bbci.co.uk/practice/words/sounds/zak.mp3,z,,6,Zak
https://bitesize.files.bbci.co.uk/practice/words/sounds/fuzz.mp3,zz,,7,fuzz
https://bitesize.files.bbci.co.uk/practice/words/sounds/jazz.mp3,zz,,7,jazz
https://bitesize.files.bbci.co.uk/practice/words/sounds/buzz.mp3,zz,https://bitesize.files.bbci.co.uk/practice/words/images/buzz.svg,7,buzz
https://bitesize.files.bbci.co.uk/practice/words/sounds/fizz.mp3,zz,,7,fizz
https://bitesize.files.bbci.co.uk/practice/words/sounds/quiz.mp3,qu,,8,quiz
https://bitesize.files.bbci.co.uk/practice/words/sounds/quack.mp3,qu,https://bitesize.files.bbci.co.uk/practice/words/images/quack.svg,8,quack
https://bitesize.files.bbci.co.uk/practice/words/sounds/liquid.mp3,qu,,8,liquid
https://bitesize.files.bbci.co.uk/practice/words/sounds/quit.mp3,qu,,8,quit
https://bitesize.files.bbci.co.uk/practice/words/sounds/quick.mp3,qu,,8,quick
https://bitesize.files.bbci.co.uk/practice/words/sounds/such.mp3,ch,,9,such
https://bitesize.files.bbci.co.uk/practice/words/sounds/chop.mp3,ch,https://bitesize.files.bbci.co.uk/practice/words/images/chop.svg,9,chop
https://bitesize.files.bbci.co.uk/practice/words/sounds/chick.mp3,ch,https://bitesize.files.bbci.co.uk/practice/words/images/chick.svg,9,chick
https://bitesize.files.bbci.co.uk/practice/words/sounds/chin.mp3,ch,https://bitesize.files.bbci.co.uk/practice/words/images/chin.svg,9,chin
https://bitesize.files.bbci.co.uk/practice/words/sounds/chicken.mp3,ch,https://bitesize.files.bbci.co.uk/practice/words/images/chicken.svg,9,chicken
https://bitesize.files.bbci.co.uk/practice/words/sounds/chug.mp3,ch,,9,chug
https://bitesize.files.bbci.co.uk/practice/words/sounds/chill.mp3,ch,,9,chill
https://bitesize.files.bbci.co.uk/practice/words/sounds/much.mp3,ch,,9,much
https://bitesize.files.bbci.co.uk/practice/words/sounds/chat.mp3,ch,,9,chat
https://bitesize.files.bbci.co.uk/practice/words/sounds/rich.mp3,ch,,9,rich
https://bitesize.files.bbci.co.uk/practice/words/sounds/check.mp3,ch,,9,check
https://bitesize.files.bbci.co.uk/practice/words/sounds/chip.mp3,ch,,9,chip
https://bitesize.files.bbci.co.uk/practice/words/sounds/shell.mp3,sh,https://bitesize.files.bbci.co.uk/practice/words/images/shell.svg,10,shell
https://bitesize.files.bbci.co.uk/practice/words/sounds/rash.mp3,sh,,10,rash
https://bitesize.files.bbci.co.uk/practice/words/sounds/dash.mp3,sh,,10,dash
https://bitesize.files.bbci.co.uk/practice/words/sounds/shut.mp3,sh,,10,shut
https://bitesize.files.bbci.co.uk/practice/words/sounds/bush.mp3,sh,https://bitesize.files.bbci.co.uk/practice/words/images/bush.svg,10,bush
https://bitesize.files.bbci.co.uk/practice/words/sounds/shock.mp3,sh,,10,shock
https://bitesize.files.bbci.co.uk/practice/words/sounds/cash.mp3,sh,,10,cash
https://bitesize.files.bbci.co.uk/practice/words/sounds/hush.mp3,sh,,10,hush
https://bitesize.files.bbci.co.uk/practice/words/sounds/shed.mp3,sh,https://bitesize.files.bbci.co.uk/practice/words/images/shed.svg,10,shed
https://bitesize.files.bbci.co.uk/practice/words/sounds/dish.mp3,sh,https://bitesize.files.bbci.co.uk/practice/words/images/dish.svg,10,dish
https://bitesize.files.bbci.co.uk/practice/words/sounds/rush.mp3,sh,,10,rush
https://bitesize.files.bbci.co.uk/practice/words/sounds/shop.mp3,sh,https://bitesize.files.bbci.co.uk/practice/words/images/shop.svg,10,shop
https://bitesize.files.bbci.co.uk/practice/words/sounds/bash.mp3,sh,,10,bash
https://bitesize.files.bbci.co.uk/practice/words/sounds/fish.mp3,sh,https://bitesize.files.bbci.co.uk/practice/words/images/fish.svg,10,fish
https://bitesize.files.bbci.co.uk/practice/words/sounds/ship.mp3,sh,,10,ship
https://bitesize.files.bbci.co.uk/practice/words/sounds/path.mp3,th,https://bitesize.files.bbci.co.uk/practice/words/images/path.svg,11,path
https://bitesize.files.bbci.co.uk/practice/words/sounds/than.mp3,th,,11,than
https://bitesize.files.bbci.co.uk/practice/words/sounds/with.mp3,th,,11,with
https://bitesize.files.bbci.co.uk/practice/words/sounds/teeth.mp3,th,https://bitesize.files.bbci.co.uk/practice/words/images/teeth.svg,11,teeth
https://bitesize.files.bbci.co.uk/practice/words/sounds/then.mp3,th,,11,then
https://bitesize.files.bbci.co.uk/practice/words/sounds/moth.mp3,th,https://bitesize.files.bbci.co.uk/practice/words/images/moth.svg,11,moth
https://bitesize.files.bbci.co.uk/practice/words/sounds/thin.mp3,th,,11,thin
https://bitesize.files.bbci.co.uk/practice/words/sounds/them.mp3,th,,11,them
https://bitesize.files.bbci.co.uk/practice/words/sounds/that.mp3,th,,11,that
https://bitesize.files.bbci.co.uk/practice/words/sounds/this.mp3,th,,11,this
https://bitesize.files.bbci.co.uk/practice/words/sounds/bath.mp3,th,https://bitesize.files.bbci.co.uk/practice/words/images/bath.svg,11,bath
https://bitesize.files.bbci.co.uk/practice/words/sounds/thick.mp3,th,,11,thick
https://bitesize.files.bbci.co.uk/practice/words/sounds/king.mp3,ng,https://bitesize.files.bbci.co.uk/practice/words/images/king.svg,12,king
https://bitesize.files.bbci.co.uk/practice/words/sounds/hang.mp3,ng,,12,hang
https://bitesize.files.bbci.co.uk/practice/words/sounds/sing.mp3,ng,https://bitesize.files.bbci.co.uk/practice/words/images/sing.svg,12,sing
https://bitesize.files.bbci.co.uk/practice/words/sounds/song.mp3,ng,,12,song
https://bitesize.files.bbci.co.uk/practice/words/sounds/wing.mp3,ng,https://bitesize.files.bbci.co.uk/practice/words/images/wing.svg,12,wing
https://bitesize.files.bbci.co.uk/practice/words/sounds/rung.mp3,ng,,12,rung
https://bitesize.files.bbci.co.uk/practice/words/sounds/rang.mp3,ng,,12,rang
https://bitesize.files.bbci.co.uk/practice/words/sounds/ping-pong.mp3,ng,https://bitesize.files.bbci.co.uk/practice/words/images/ping-pong.svg,12,ping-pong
https://bitesize.files.bbci.co.uk/practice/words/sounds/long.mp3,ng,,12,long
https://bitesize.files.bbci.co.uk/practice/words/sounds/thing.mp3,ng,,12,thing
https://bitesize.files.bbci.co.uk/practice/words/sounds/bang.mp3,ng,,12,bang
https://bitesize.files.bbci.co.uk/practice/words/sounds/ring.mp3,ng,https://bitesize.files.bbci.co.uk/practice/words/images/ring.svg,12,ring
https://bitesize.files.bbci.co.uk/practice/words/sounds/aim.mp3,ai,,13,aim
https://bitesize.files.bbci.co.uk/practice/words/sounds/raid.mp3,ai,,13,raid
https://bitesize.files.bbci.co.uk/practice/words/sounds/pain.mp3,ai,,13,pain
https://bitesize.files.bbci.co.uk/practice/words/sounds/main.mp3,ai,,13,main
https://bitesize.files.bbci.co.uk/practice/words/sounds/tail.mp3,ai,https://bitesize.files.bbci.co.uk/practice/words/images/tail.svg,13,tail
https://bitesize.files.bbci.co.uk/practice/words/sounds/nail.mp3,ai,https://bitesize.files.bbci.co.uk/practice/words/images/nail.svg,13,nail
https://bitesize.files.bbci.co.uk/practice/words/sounds/sail.mp3,ai,https://bitesize.files.bbci.co.uk/practice/words/images/sail.svg,13,sail
https://bitesize.files.bbci.co.uk/practice/words/sounds/gail.mp3,ai,,13,Gail
https://bitesize.files.bbci.co.uk/practice/words/sounds/rail.mp3,ai,,13,rail
https://bitesize.files.bbci.co.uk/practice/words/sounds/bait.mp3,ai,,13,bait
https://bitesize.files.bbci.co.uk/practice/words/sounds/maid.mp3,ai,,13,maid
https://bitesize.files.bbci.co.uk/practice/words/sounds/wait.mp3,ai,,13,wait
https://bitesize.files.bbci.co.uk/practice/words/sounds/mail.mp3,ai,,13,mail
https://bitesize.files.bbci.co.uk/practice/words/sounds/hail.mp3,ai,,13,hail
https://bitesize.files.bbci.co.uk/practice/words/sounds/faith.mp3,ai,,13,faith
https://bitesize.files.bbci.co.uk/practice/words/sounds/laid.mp3,ai,,13,laid
https://bitesize.files.bbci.co.uk/practice/words/sounds/rain.mp3,ai,https://bitesize.files.bbci.co.uk/practice/words/images/rain.svg,13,rain
https://bitesize.files.bbci.co.uk/practice/words/sounds/chain.mp3,ai,https://bitesize.files.bbci.co.uk/practice/words/images/chain.svg,13,chain
https://bitesize.files.bbci.co.uk/practice/words/sounds/paid.mp3,ai,,13,paid
https://bitesize.files.bbci.co.uk/practice/words/sounds/meet.mp3,ee,,14,meet
https://bitesize.files.bbci.co.uk/practice/words/sounds/seed.mp3,ee,https://bitesize.files.bbci.co.uk/practice/words/images/seed.svg,14,seed
https://bitesize.files.bbci.co.uk/practice/words/sounds/keep.mp3,ee,,14,keep
https://bitesize.files.bbci.co.uk/practice/words/sounds/deep.mp3,ee,,14,deep
https://bitesize.files.bbci.co.uk/practice/words/sounds/see.mp3,ee,,14,see
https://bitesize.files.bbci.co.uk/practice/words/sounds/weep.mp3,ee,,14,weep
https://bitesize.files.bbci.co.uk/practice/words/sounds/sheet.mp3,ee,,14,sheet
https://bitesize.files.bbci.co.uk/practice/words/sounds/cheep.mp3,ee,,14,cheep
https://bitesize.files.bbci.co.uk/practice/words/sounds/week.mp3,ee,,14,week
https://bitesize.files.bbci.co.uk/practice/words/sounds/sheep.mp3,ee,https://bitesize.files.bbci.co.uk/practice/words/images/sheep.svg,14,sheep
https://bitesize.files.bbci.co.uk/practice/words/sounds/feel.mp3,ee,,14,feel
https://bitesize.files.bbci.co.uk/practice/words/sounds/queen.mp3,ee,https://bitesize.files.bbci.co.uk/practice/words/images/queen.svg,14,queen
https://bitesize.files.bbci.co.uk/practice/words/sounds/feet.mp3,ee,https://bitesize.files.bbci.co.uk/practice/words/images/feet.svg,14,feet
https://bitesize.files.bbci.co.uk/practice/words/sounds/seem.mp3,ee,,14,seem
https://bitesize.files.bbci.co.uk/practice/words/sounds/need.mp3,ee,,14,need
https://bitesize.files.bbci.co.uk/practice/words/sounds/bee.mp3,ee,https://bitesize.files.bbci.co.uk/practice/words/images/bee.svg,14,bee
https://bitesize.files.bbci.co.uk/practice/words/sounds/tight.mp3,igh,,15,tight
https://bitesize.files.bbci.co.uk/practice/words/sounds/night.mp3,igh,https://bitesize.files.bbci.co.uk/practice/words/images/night.svg,15,night
https://bitesize.files.bbci.co.uk/practice/words/sounds/high.mp3,igh,,15,high
https://bitesize.files.bbci.co.uk/practice/words/sounds/fight.mp3,igh,,15,fight
https://bitesize.files.bbci.co.uk/practice/words/sounds/sigh.mp3,igh,,15,sigh
https://bitesize.files.bbci.co.uk/practice/words/sounds/tonight.mp3,igh,,15,tonight
https://bitesize.files.bbci.co.uk/practice/words/sounds/might.mp3,igh,,15,might
https://bitesize.files.bbci.co.uk/practice/words/sounds/right.mp3,igh,,15,right
https://bitesize.files.bbci.co.uk/practice/words/sounds/sight.mp3,igh,,15,sight
https://bitesize.files.bbci.co.uk/practice/words/sounds/light.mp3,igh,https://bitesize.files.bbci.co.uk/practice/words/images/light.svg,15,light
https://bitesize.files.bbci.co.uk/practice/words/sounds/lightning.mp3,igh,https://bitesize.files.bbci.co.uk/practice/words/images/lightning.svg,15,lightning
https://bitesize.files.bbci.co.uk/practice/words/sounds/shoal.mp3,oa,,16,shoal
https://bitesize.files.bbci.co.uk/practice/words/sounds/goat.mp3,oa,https://bitesize.files.bbci.co.uk/practice/words/images/goat.svg,16,goat
https://bitesize.files.bbci.co.uk/practice/words/sounds/coach.mp3,oa,,16,coach
https://bitesize.files.bbci.co.uk/practice/words/sounds/oak.mp3,oa,https://bitesize.files.bbci.co.uk/practice/words/images/oak.svg,16,oak
https://bitesize.files.bbci.co.uk/practice/words/sounds/moan.mp3,oa,,16,moan
https://bitesize.files.bbci.co.uk/practice/words/sounds/load.mp3,oa,,16,load
https://bitesize.files.bbci.co.uk/practice/words/sounds/road.mp3,oa,https://bitesize.files.bbci.co.uk/practice/words/images/road.svg,16,road
https://bitesize.files.bbci.co.uk/practice/words/sounds/loaf.mp3,oa,https://bitesize.files.bbci.co.uk/practice/words/images/loaf.svg,16,loaf
https://bitesize.files.bbci.co.uk/practice/words/sounds/foal.mp3,oa,,16,foal
https://bitesize.files.bbci.co.uk/practice/words/sounds/poach.mp3,oa,,16,poach
https://bitesize.files.bbci.co.uk/practice/words/sounds/goal.mp3,oa,https://bitesize.files.bbci.co.uk/practice/words/images/goal.svg,16,goal
https://bitesize.files.bbci.co.uk/practice/words/sounds/roam.mp3,oa,,16,roam
https://bitesize.files.bbci.co.uk/practice/words/sounds/soap.mp3,oa,https://bitesize.files.bbci.co.uk/practice/words/images/soap.svg,16,soap
https://bitesize.files.bbci.co.uk/practice/words/sounds/boat.mp3,oa,https://bitesize.files.bbci.co.uk/practice/words/images/boat.svg,16,boat
https://bitesize.files.bbci.co.uk/practice/words/sounds/moat.mp3,oa,https://bitesize.files.bbci.co.uk/practice/words/images/moat.svg,16,moat
https://bitesize.files.bbci.co.uk/practice/words/sounds/toad.mp3,oa,https://bitesize.files.bbci.co.uk/practice/words/images/toad.svg,16,toad
https://bitesize.files.bbci.co.uk/practice/words/sounds/zoo.mp3,oo,,17,zoo
https://bitesize.files.bbci.co.uk/practice/words/sounds/rooftop.mp3,oo,,17,rooftop
https://bitesize.files.bbci.co.uk/practice/words/sounds/cool.mp3,oo,,17,cool
https://bitesize.files.bbci.co.uk/practice/words/sounds/hood.mp3,oo,https://bitesize.files.bbci.co.uk/practice/words/images/hood.svg,17,hood
https://bitesize.files.bbci.co.uk/practice/words/sounds/book.mp3,oo,https://bitesize.files.bbci.co.uk/practice/words/images/book.svg,17,book
https://bitesize.files.bbci.co.uk/practice/words/sounds/root.mp3,oo,,17,root
https://bitesize.files.bbci.co.uk/practice/words/sounds/booth.mp3,oo,,17,booth
https://bitesize.files.bbci.co.uk/practice/words/sounds/food.mp3,oo,https://bitesize.files.bbci.co.uk/practice/words/images/food.svg,17,food
https://bitesize.files.bbci.co.uk/practice/words/sounds/zoom.mp3,oo,,17,zoom
https://bitesize.files.bbci.co.uk/practice/words/sounds/foot.mp3,oo,https://bitesize.files.bbci.co.uk/practice/words/images/foot.svg,17,foot
https://bitesize.files.bbci.co.uk/practice/words/sounds/wool.mp3,oo,https://bitesize.files.bbci.co.uk/practice/words/images/wool.svg,17,wool
https://bitesize.files.bbci.co.uk/practice/words/sounds/moon.mp3,oo,https://bitesize.files.bbci.co.uk/practice/words/images/moon.svg,17,moon
https://bitesize.files.bbci.co.uk/practice/words/sounds/cook.mp3,oo,https://bitesize.files.bbci.co.uk/practice/words/images/cook.svg,17,cook
https://bitesize.files.bbci.co.uk/practice/words/sounds/room.mp3,oo,,17,room
https://bitesize.files.bbci.co.uk/practice/words/sounds/wood.mp3,oo,https://bitesize.files.bbci.co.uk/practice/words/images/wood.svg,17,wood
https://bitesize.files.bbci.co.uk/practice/words/sounds/boot.mp3,oo,https://bitesize.files.bbci.co.uk/practice/words/images/boot.svg,17,boot
https://bitesize.files.bbci.co.uk/practice/words/sounds/good.mp3,oo,,17,good
https://bitesize.files.bbci.co.uk/practice/words/sounds/mood.mp3,oo,,17,mood
https://bitesize.files.bbci.co.uk/practice/words/sounds/too.mp3,oo,,17,too
https://bitesize.files.bbci.co.uk/practice/words/sounds/shoot.mp3,oo,,17,shoot
https://bitesize.files.bbci.co.uk/practice/words/sounds/hook.mp3,oo,https://bitesize.files.bbci.co.uk/practice/words/images/hook.svg,17,hook
https://bitesize.files.bbci.co.uk/practice/words/sounds/tooth.mp3,oo,https://bitesize.files.bbci.co.uk/practice/words/images/tooth.svg,17,tooth
https://bitesize.files.bbci.co.uk/practice/words/sounds/took.mp3,oo,,17,took
https://bitesize.files.bbci.co.uk/practice/words/sounds/hoof.mp3,oo,https://bitesize.files.bbci.co.uk/practice/words/images/hoof.svg,17,hoof
https://bitesize.files.bbci.co.uk/practice/words/sounds/shook.mp3,oo,,17,shook
https://bitesize.files.bbci.co.uk/practice/words/sounds/soon.mp3,oo,,17,soon
https://bitesize.files.bbci.co.uk/practice/words/sounds/roof.mp3,oo,https://bitesize.files.bbci.co.uk/practice/words/images/roof.svg,17,roof
https://bitesize.files.bbci.co.uk/practice/words/sounds/look.mp3,oo,,17,look
https://bitesize.files.bbci.co.uk/practice/words/sounds/park.mp3,ar,https://bitesize.files.bbci.co.uk/practice/words/images/park.svg,18,park
https://bitesize.files.bbci.co.uk/practice/words/sounds/sharp.mp3,ar,,18,sharp
https://bitesize.files.bbci.co.uk/practice/words/sounds/mart.mp3,ar,,18,mart
https://bitesize.files.bbci.co.uk/practice/words/sounds/car.mp3,ar,https://bitesize.files.bbci.co.uk/practice/words/images/car.svg,18,car
https://bitesize.files.bbci.co.uk/practice/words/sounds/far.mp3,ar,,18,far
https://bitesize.files.bbci.co.uk/practice/words/sounds/farm.mp3,ar,https://bitesize.files.bbci.co.uk/practice/words/images/farm.svg,18,farm
https://bitesize.files.bbci.co.uk/practice/words/sounds/market.mp3,ar,,18,market
https://bitesize.files.bbci.co.uk/practice/words/sounds/mark.mp3,ar,,18,mark
https://bitesize.files.bbci.co.uk/practice/words/sounds/bar.mp3,ar,,18,bar
https://bitesize.files.bbci.co.uk/practice/words/sounds/march.mp3,ar,,18,march
https://bitesize.files.bbci.co.uk/practice/words/sounds/arch.mp3,ar,https://bitesize.files.bbci.co.uk/practice/words/images/arch.svg,18,arch
https://bitesize.files.bbci.co.uk/practice/words/sounds/jar.mp3,ar,https://bitesize.files.bbci.co.uk/practice/words/images/jar.svg,18,jar
https://bitesize.files.bbci.co.uk/practice/words/sounds/hard.mp3,ar,,18,hard
https://bitesize.files.bbci.co.uk/practice/words/sounds/yard.mp3,ar,,18,yard
https://bitesize.files.bbci.co.uk/practice/words/sounds/dark.mp3,ar,,18,dark
https://bitesize.files.bbci.co.uk/practice/words/sounds/cart.mp3,ar,https://bitesize.files.bbci.co.uk/practice/words/images/cart.svg,18,cart
https://bitesize.files.bbci.co.uk/practice/words/sounds/barn.mp3,ar,https://bitesize.files.bbci.co.uk/practice/words/images/barn.svg,18,barn
https://bitesize.files.bbci.co.uk/practice/words/sounds/shark.mp3,ar,https://bitesize.files.bbci.co.uk/practice/words/images/shark.svg,18,shark
https://bitesize.files.bbci.co.uk/practice/words/sounds/harsh.mp3,ar,,18,harsh
https://bitesize.files.bbci.co.uk/practice/words/sounds/card.mp3,ar,https://bitesize.files.bbci.co.uk/practice/words/images/card.svg,18,card
https://bitesize.files.bbci.co.uk/practice/words/sounds/bark.mp3,ar,https://bitesize.files.bbci.co.uk/practice/words/images/bark.svg,18,bark
https://bitesize.files.bbci.co.uk/practice/words/sounds/lard.mp3,ar,,18,lard
https://bitesize.files.bbci.co.uk/practice/words/sounds/fort.mp3,or,,19,fort
https://bitesize.files.bbci.co.uk/practice/words/sounds/cork.mp3,or,https://bitesize.files.bbci.co.uk/practice/words/images/cork.svg,19,cork
https://bitesize.files.bbci.co.uk/practice/words/sounds/horn.mp3,or,https://bitesize.files.bbci.co.uk/practice/words/images/horn.svg,19,horn
https://bitesize.files.bbci.co.uk/practice/words/sounds/lord.mp3,or,https://bitesize.files.bbci.co.uk/practice/words/images/lord.svg,19,lord
https://bitesize.files.bbci.co.uk/practice/words/sounds/corn.mp3,or,https://bitesize.files.bbci.co.uk/practice/words/images/corn.svg,19,corn
https://bitesize.files.bbci.co.uk/practice/words/sounds/thorn.mp3,or,https://bitesize.files.bbci.co.uk/practice/words/images/thorn.svg,19,thorn
https://bitesize.files.bbci.co.uk/practice/words/sounds/worn.mp3,or,,19,worn
https://bitesize.files.bbci.co.uk/practice/words/sounds/torn.mp3,or,,19,torn
https://bitesize.files.bbci.co.uk/practice/words/sounds/north.mp3,or,,19,north
https://bitesize.files.bbci.co.uk/practice/words/sounds/born.mp3,or,,19,born
https://bitesize.files.bbci.co.uk/practice/words/sounds/form.mp3,or,,19,form
https://bitesize.files.bbci.co.uk/practice/words/sounds/fork.mp3,or,https://bitesize.files.bbci.co.uk/practice/words/images/fork.svg,19,fork
https://bitesize.files.bbci.co.uk/practice/words/sounds/sort.mp3,or,,19,sort
https://bitesize.files.bbci.co.uk/practice/words/sounds/torch.mp3,or,https://bitesize.files.bbci.co.uk/practice/words/images/torch.svg,19,torch
https://bitesize.files.bbci.co.uk/practice/words/sounds/short.mp3,or,,19,short
https://bitesize.files.bbci.co.uk/practice/words/sounds/orchard.mp3,or,,19,orchard
https://bitesize.files.bbci.co.uk/practice/words/sounds/cord.mp3,or,,19,cord
https://bitesize.files.bbci.co.uk/practice/words/sounds/porch.mp3,or,,19,porch
https://bitesize.files.bbci.co.uk/practice/words/sounds/for.mp3,or,,19,for
https://bitesize.files.bbci.co.uk/practice/words/sounds/burp.mp3,ur,,20,burp
https://bitesize.files.bbci.co.uk/practice/words/sounds/burn.mp3,ur,https://bitesize.files.bbci.co.uk/practice/words/images/burn.svg,20,burn
https://bitesize.files.bbci.co.uk/practice/words/sounds/hurt.mp3,ur,,20,hurt
https://bitesize.files.bbci.co.uk/practice/words/sounds/church.mp3,ur,https://bitesize.files.bbci.co.uk/practice/words/images/church.svg,20,church
https://bitesize.files.bbci.co.uk/practice/words/sounds/turn.mp3,ur,,20,turn
https://bitesize.files.bbci.co.uk/practice/words/sounds/urn.mp3,ur,,20,urn
https://bitesize.files.bbci.co.uk/practice/words/sounds/curl.mp3,ur,https://bitesize.files.bbci.co.uk/practice/words/images/curl.svg,20,curl
https://bitesize.files.bbci.co.uk/practice/words/sounds/surf.mp3,ur,https://bitesize.files.bbci.co.uk/practice/words/images/surf.svg,20,surf
https://bitesize.files.bbci.co.uk/practice/words/sounds/fur.mp3,ur,https://bitesize.files.bbci.co.uk/practice/words/images/fur.svg,20,fur
https://bitesize.files.bbci.co.uk/practice/words/sounds/curd.mp3,ur,,20,curd
https://bitesize.files.bbci.co.uk/practice/words/sounds/turnip.mp3,ur,https://bitesize.files.bbci.co.uk/practice/words/images/turnip.svg,20,turnip
https://bitesize.files.bbci.co.uk/practice/words/sounds/howl.mp3,ow,,21,howl
https://bitesize.files.bbci.co.uk/practice/words/sounds/how.mp3,ow,,21,how
https://bitesize.files.bbci.co.uk/practice/words/sounds/owl.mp3,ow,https://bitesize.files.bbci.co.uk/practice/words/images/owl.svg,21,owl
https://bitesize.files.bbci.co.uk/practice/words/sounds/cow.mp3,ow,https://bitesize.files.bbci.co.uk/practice/words/images/cow.svg,21,cow
https://bitesize.files.bbci.co.uk/practice/words/sounds/row.mp3,ow,,21,row
https://bitesize.files.bbci.co.uk/practice/words/sounds/powder.mp3,ow,,21,powder
https://bitesize.files.bbci.co.uk/practice/words/sounds/now.mp3,ow,,21,now
https://bitesize.files.bbci.co.uk/practice/words/sounds/town.mp3,ow,https://bitesize.files.bbci.co.uk/practice/words/images/town.svg,21,town
https://bitesize.files.bbci.co.uk/practice/words/sounds/down.mp3,ow,,21,down
https://bitesize.files.bbci.co.uk/practice/words/sounds/pow!.mp3,ow,,21,pow!
https://bitesize.files.bbci.co.uk/practice/words/sounds/coin.mp3,oi,https://bitesize.files.bbci.co.uk/practice/words/images/coin.svg,22,coin
https://bitesize.files.bbci.co.uk/practice/words/sounds/join.mp3,oi,,22,join
https://bitesize.files.bbci.co.uk/practice/words/sounds/tinfoil.mp3,oi,https://bitesize.files.bbci.co.uk/practice/words/images/tinfoil.svg,22,tinfoil
